,DPCP_AA_Rise (RNA),DPCP_AC_Rise (RNA),DPCP_AG_Rise (RNA),DPCP_AT_Rise (RNA),DPCP_CA_Rise (RNA),DPCP_CC_Rise (RNA),DPCP_CG_Rise (RNA),DPCP_CT_Rise (RNA),DPCP_GA_Rise (RNA),DPCP_GC_Rise (RNA),DPCP_GG_Rise (RNA),DPCP_GT_Rise (RNA),DPCP_TA_Rise (RNA),DPCP_TC_Rise (RNA),DPCP_TG_Rise (RNA),DPCP_TT_Rise (RNA),DPCP_AA_Roll (RNA),DPCP_AC_Roll (RNA),DPCP_AG_Roll (RNA),DPCP_AT_Roll (RNA),DPCP_CA_Roll (RNA),DPCP_CC_Roll (RNA),DPCP_CG_Roll (RNA),DPCP_CT_Roll (RNA),DPCP_GA_Roll (RNA),DPCP_GC_Roll (RNA),DPCP_GG_Roll (RNA),DPCP_GT_Roll (RNA),DPCP_TA_Roll (RNA),DPCP_TC_Roll (RNA),DPCP_TG_Roll (RNA),DPCP_TT_Roll (RNA),DPCP_AA_Shift (RNA),DPCP_AC_Shift (RNA),DPCP_AG_Shift (RNA),DPCP_AT_Shift (RNA),DPCP_CA_Shift (RNA),DPCP_CC_Shift (RNA),DPCP_CG_Shift (RNA),DPCP_CT_Shift (RNA),DPCP_GA_Shift (RNA),DPCP_GC_Shift (RNA),DPCP_GG_Shift (RNA),DPCP_GT_Shift (RNA),DPCP_TA_Shift (RNA),DPCP_TC_Shift (RNA),DPCP_TG_Shift (RNA),DPCP_TT_Shift (RNA),DPCP_AA_Slide (RNA),DPCP_AC_Slide (RNA),DPCP_AG_Slide (RNA),DPCP_AT_Slide (RNA),DPCP_CA_Slide (RNA),DPCP_CC_Slide (RNA),DPCP_CG_Slide (RNA),DPCP_CT_Slide (RNA),DPCP_GA_Slide (RNA),DPCP_GC_Slide (RNA),DPCP_GG_Slide (RNA),DPCP_GT_Slide (RNA),DPCP_TA_Slide (RNA),DPCP_TC_Slide (RNA),DPCP_TG_Slide (RNA),DPCP_TT_Slide (RNA),DPCP_AA_Tilt (RNA),DPCP_AC_Tilt (RNA),DPCP_AG_Tilt (RNA),DPCP_AT_Tilt (RNA),DPCP_CA_Tilt (RNA),DPCP_CC_Tilt (RNA),DPCP_CG_Tilt (RNA),DPCP_CT_Tilt (RNA),DPCP_GA_Tilt (RNA),DPCP_GC_Tilt (RNA),DPCP_GG_Tilt (RNA),DPCP_GT_Tilt (RNA),DPCP_TA_Tilt (RNA),DPCP_TC_Tilt (RNA),DPCP_TG_Tilt (RNA),DPCP_TT_Tilt (RNA),DPCP_AA_Twist (RNA),DPCP_AC_Twist (RNA),DPCP_AG_Twist (RNA),DPCP_AT_Twist (RNA),DPCP_CA_Twist (RNA),DPCP_CC_Twist (RNA),DPCP_CG_Twist (RNA),DPCP_CT_Twist (RNA),DPCP_GA_Twist (RNA),DPCP_GC_Twist (RNA),DPCP_GG_Twist (RNA),DPCP_GT_Twist (RNA),DPCP_TA_Twist (RNA),DPCP_TC_Twist (RNA),DPCP_TG_Twist (RNA),DPCP_TT_Twist (RNA)
A2_58,1.6536000000000002,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.0664,0.0,0.0,0.0,0.0,0.0,3.64,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.242,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0002,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0356,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.006,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.64,0.0,0.0,0.0,0.0,0.0
A2_59,1.59,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.0664,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.242,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0002,0.0,-0.0,0.0,0.0,-0.0,-0.635,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0356,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.006,0.0,-0.0,0.0,0.0,-0.0,15.5,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.64,0.0,0.0,0.0,0.0,0.0
A2_61,1.7172000000000003,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.0664,0.0,0.0,0.0,0.0,0.0,3.7800000000000002,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.242,0.0,0.0,0.0,0.0,0.0,-0.0432,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0002,0.0,-0.0,0.0,0.0,-0.0,-0.6858000000000001,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0356,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43200000000000005,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.006,0.0,-0.0,0.0,0.0,-0.0,16.740000000000002,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.64,0.0,0.0,0.0,0.0,0.0
A2_62,1.6536000000000002,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.0664,0.0,0.0,0.0,0.0,0.0,3.64,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.242,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0002,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0356,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.006,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.64,0.0,0.0,0.0,0.0,0.0
A2_63,1.6536000000000002,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.64,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.04,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_65,1.6536000000000002,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.64,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.04,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_66,1.6536000000000002,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.64,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.04,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_67,1.6536000000000002,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.64,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.04,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_69,1.6536000000000002,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.64,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.04,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_70,1.6536000000000002,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.64,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.04,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_71,1.59,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.635,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,15.5,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.04,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_72,1.5264,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.36,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0384,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6096,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.384,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,14.879999999999999,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_73,1.59,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.635,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,15.5,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.68,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_75,1.59,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.635,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,15.5,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.04,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_77,1.5264,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.36,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0384,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6096,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.384,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,14.879999999999999,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_80,1.3992,0.0,0.858,0.0,0.0,0.0,0.0,0.0,0.8788,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.08,0.0,2.21,0.0,0.0,0.0,0.0,0.0,2.4440000000000004,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0352,0.0,-0.010400000000000001,-0.0,0.0,-0.0,0.0,-0.0,0.0182,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.5588,-0.0,-0.39,-0.0,-0.0,-0.0,-0.0,-0.0,-0.442,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.35200000000000004,0.0,0.13,0.0,0.0,0.0,-0.0,0.0,0.338,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,13.64,0.0,7.800000000000001,0.0,0.0,0.0,0.0,0.0,8.32,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_81,1.4628,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8788,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.22,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.4440000000000004,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0368,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.0182,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.5842,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.442,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.36800000000000005,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.338,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,14.26,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,8.32,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_82,1.5264,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.36,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0384,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6096,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.384,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,14.879999999999999,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_84,1.3992,0.0,0.858,0.0,0.0,0.0,0.0,0.0,0.8788,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.08,0.0,2.21,0.0,0.0,0.0,0.0,0.0,2.4440000000000004,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0352,0.0,-0.010400000000000001,-0.0,0.0,-0.0,0.0,-0.0,0.0182,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.5588,-0.0,-0.39,-0.0,-0.0,-0.0,-0.0,-0.0,-0.442,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.35200000000000004,0.0,0.13,0.0,0.0,0.0,-0.0,0.0,0.338,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,13.64,0.0,7.800000000000001,0.0,0.0,0.0,0.0,0.0,8.32,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_85,1.4628,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8788,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.22,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.4440000000000004,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0368,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.0182,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.5842,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.442,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.36800000000000005,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.338,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,14.26,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,8.32,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_86,1.5264,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.36,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0384,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6096,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.384,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,14.879999999999999,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_89,1.4628,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8788,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.22,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.4440000000000004,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0368,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.0182,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.5842,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.442,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.36800000000000005,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.338,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,14.26,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,8.32,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_90,1.5264,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.36,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0384,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.6096,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.384,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,14.879999999999999,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_91,1.4628,0.0,0.7919999999999999,0.06480000000000001,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,3.22,0.0,2.04,0.142,0.0,0.0,0.0,0.0,2.256,0.0,0.484,0.0,0.0,0.0,0.0,0.0,-0.0368,0.0,-0.0096,-0.0012,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0,0.0,-0.0,-0.5842,-0.0,-0.36,-0.027200000000000002,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.36800000000000005,0.0,0.12,0.022000000000000002,0.0,0.0,-0.0,0.0,0.312,0.0,0.012,0.0,-0.0,0.0,0.0,-0.0,14.26,0.0,7.199999999999999,0.66,0.0,0.0,0.0,0.0,7.68,0.0,1.28,0.0,0.0,0.0,0.0,0.0
A2_93,1.3992,0.0,0.726,0.06480000000000001,0.0,0.0,0.0,0.066,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0676,0.0,0.0,3.08,0.0,1.87,0.142,0.0,0.0,0.0,0.17,2.256,0.0,0.484,0.0,0.0,0.188,0.0,0.0,-0.0352,0.0,-0.0088,-0.0012,0.0,-0.0,0.0,-0.0008,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0014000000000000002,0.0,-0.0,-0.5588,-0.0,-0.33,-0.027200000000000002,-0.0,-0.0,-0.0,-0.03,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.034,-0.0,-0.0,-0.35200000000000004,0.0,0.11,0.022000000000000002,0.0,0.0,-0.0,0.01,0.312,0.0,0.012,0.0,-0.0,0.026000000000000002,0.0,-0.0,13.64,0.0,6.6,0.66,0.0,0.0,0.0,0.6,7.68,0.0,1.28,0.0,0.0,0.64,0.0,0.0
A2_94,1.3992,0.0,0.726,0.06480000000000001,0.0,0.0,0.0,0.066,0.7435999999999999,0.0,0.1328,0.0,0.0,0.0676,0.0618,0.0,3.08,0.0,1.87,0.142,0.0,0.0,0.0,0.17,2.068,0.0,0.484,0.0,0.0,0.188,0.198,0.0,-0.0352,0.0,-0.0088,-0.0012,0.0,-0.0,0.0,-0.0008,0.015400000000000002,0.0,-0.0004,0.0,-0.0,0.0014000000000000002,0.0022,-0.0,-0.5588,-0.0,-0.33,-0.027200000000000002,-0.0,-0.0,-0.0,-0.03,-0.374,-0.0,-0.0712,-0.0,-0.0,-0.034,-0.0292,-0.0,-0.35200000000000004,0.0,0.11,0.022000000000000002,0.0,0.0,-0.0,0.01,0.28600000000000003,0.0,0.012,0.0,-0.0,0.026000000000000002,0.02,-0.0,13.64,0.0,6.6,0.66,0.0,0.0,0.0,0.6,7.04,0.0,1.28,0.0,0.0,0.64,0.62,0.0
A2_95,1.3356000000000001,0.0,0.726,0.06480000000000001,0.0,0.0,0.0,0.066,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0676,0.0618,0.0,2.94,0.0,1.87,0.142,0.0,0.0,0.0,0.17,2.256,0.0,0.484,0.0,0.0,0.188,0.198,0.0,-0.0336,0.0,-0.0088,-0.0012,0.0,-0.0,0.0,-0.0008,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0014000000000000002,0.0022,-0.0,-0.5334,-0.0,-0.33,-0.027200000000000002,-0.0,-0.0,-0.0,-0.03,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.034,-0.0292,-0.0,-0.336,0.0,0.11,0.022000000000000002,0.0,0.0,-0.0,0.01,0.312,0.0,0.012,0.0,-0.0,0.026000000000000002,0.02,-0.0,13.02,0.0,6.6,0.66,0.0,0.0,0.0,0.6,7.68,0.0,1.28,0.0,0.0,0.64,0.62,0.0
